message_id,contact_id,send_date,send_hour,day_of_week,message_type,city_tier,age_group,device_type,signup_channel,tenure_days,delivered,read,responded,converted,opted_out,time_to_read_min,time_to_response_hr
MSG000625,CUST00089,2025-03-29,11,Saturday,Feedback Request,Tier 1,35-44,Android,Website Signup,24,1,0,0,0,0,,
MSG000626,CUST00089,2025-05-05,20,Monday,Promotional,Tier 1,35-44,Android,Website Signup,24,1,1,1,0,0,167.8,0.55
MSG000627,CUST00089,2025-05-23,15,Friday,Feedback Request,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,1.0,
MSG000628,CUST00089,2025-06-02,12,Monday,Reminder,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,110.9,
MSG000629,CUST00089,2025-06-11,19,Wednesday,Festive Offer,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,11.4,
MSG000630,CUST00089,2025-06-13,14,Friday,Reminder,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,116.7,
MSG000631,CUST00089,2025-06-18,12,Wednesday,Promotional,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,20.0,
MSG000632,CUST00089,2025-07-29,6,Tuesday,Reminder,Tier 1,35-44,Android,Website Signup,24,1,1,0,0,0,3.5,
MSG000633,CUST00090,2025-03-07,1,Friday,Promotional,Tier 2,18-24,Android,Social Ads,250,0,0,0,0,0,,
MSG000634,CUST00090,2025-03-18,10,Tuesday,Transactional,Tier 2,18-24,Android,Social Ads,250,1,1,1,0,0,134.6,19.74
MSG000635,CUST00090,2025-03-21,19,Friday,Feedback Request,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,1,,
MSG000636,CUST00090,2025-04-14,13,Monday,Transactional,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,0,,
MSG000637,CUST00090,2025-05-04,18,Sunday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,1,0,0,1,419.6,
MSG000638,CUST00090,2025-05-30,12,Friday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,1,0,0,0,70.0,
MSG000639,CUST00090,2025-06-04,4,Wednesday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,1,0,0,0,103.5,
MSG000640,CUST00090,2025-07-04,13,Friday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,0,,
MSG000641,CUST00090,2025-07-05,1,Saturday,Feedback Request,Tier 2,18-24,Android,Social Ads,250,1,1,0,0,0,26.9,
MSG000642,CUST00090,2025-07-13,16,Sunday,Transactional,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,0,,
MSG000643,CUST00090,2025-07-26,17,Saturday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,0,,
MSG000644,CUST00090,2025-08-04,15,Monday,Promotional,Tier 2,18-24,Android,Social Ads,250,1,0,0,0,0,,
MSG000645,CUST00091,2025-04-11,19,Friday,Festive Offer,Tier 1,45-54,iOS,Referral,98,1,1,0,0,0,75.4,
MSG000646,CUST00091,2025-05-18,16,Sunday,Promotional,Tier 1,45-54,iOS,Referral,98,1,1,0,0,0,25.3,
MSG000647,CUST00091,2025-07-23,10,Wednesday,Promotional,Tier 1,45-54,iOS,Referral,98,1,1,1,0,0,44.0,2.31
MSG000648,CUST00092,2025-03-06,14,Thursday,Promotional,Tier 2,18-24,Android,Website Signup,641,1,1,1,0,0,180.3,9.94
MSG000649,CUST00092,2025-03-15,14,Saturday,Reminder,Tier 2,18-24,Android,Website Signup,641,1,1,1,0,0,132.5,10.5
MSG000650,CUST00092,2025-03-27,8,Thursday,Festive Offer,Tier 2,18-24,Android,Website Signup,641,1,1,0,0,0,117.2,
MSG000651,CUST00092,2025-03-28,7,Friday,Reminder,Tier 2,18-24,Android,Website Signup,641,1,1,0,0,0,24.0,
MSG000652,CUST00092,2025-04-23,12,Wednesday,Reminder,Tier 2,18-24,Android,Website Signup,641,1,1,0,0,0,104.3,
MSG000653,CUST00092,2025-04-23,22,Wednesday,Reminder,Tier 2,18-24,Android,Website Signup,641,1,0,0,0,0,,
MSG000654,CUST00092,2025-05-11,10,Sunday,Promotional,Tier 2,18-24,Android,Website Signup,641,1,1,1,0,0,65.4,1.02
MSG000655,CUST00092,2025-05-12,11,Monday,Reminder,Tier 2,18-24,Android,Website Signup,641,1,1,0,0,1,189.8,
MSG000656,CUST00092,2025-07-03,12,Thursday,Festive Offer,Tier 2,18-24,Android,Website Signup,641,1,0,0,0,0,,
MSG000657,CUST00092,2025-08-03,8,Sunday,Reminder,Tier 2,18-24,Android,Website Signup,641,0,0,0,0,0,,
MSG000658,CUST00092,2025-08-03,19,Sunday,Festive Offer,Tier 2,18-24,Android,Website Signup,641,0,0,0,0,0,,
MSG000659,CUST00092,2025-08-18,16,Monday,Promotional,Tier 2,18-24,Android,Website Signup,641,1,1,1,0,0,224.7,6.69
MSG000660,CUST00093,2025-03-15,6,Saturday,Promotional,Tier 1,18-24,iOS,Referral,475,1,0,0,0,0,,
MSG000661,CUST00093,2025-03-17,13,Monday,Reminder,Tier 1,18-24,iOS,Referral,475,1,1,1,0,0,63.3,6.19
MSG000662,CUST00093,2025-05-22,11,Thursday,Reminder,Tier 1,18-24,iOS,Referral,475,1,1,0,0,0,24.6,
MSG000663,CUST00093,2025-07-06,2,Sunday,Reminder,Tier 1,18-24,iOS,Referral,475,1,1,1,0,0,58.9,39.03
MSG000664,CUST00093,2025-07-11,19,Friday,Festive Offer,Tier 1,18-24,iOS,Referral,475,1,0,0,0,0,,
MSG000665,CUST00093,2025-08-03,15,Sunday,Transactional,Tier 1,18-24,iOS,Referral,475,1,0,0,0,0,,
MSG000666,CUST00094,2025-03-19,13,Wednesday,Promotional,Tier 1,35-44,Android,In-Store,882,1,0,0,0,0,,
MSG000667,CUST00094,2025-04-20,17,Sunday,Transactional,Tier 1,35-44,Android,In-Store,882,1,1,0,0,0,5.9,
MSG000668,CUST00094,2025-04-30,16,Wednesday,Promotional,Tier 1,35-44,Android,In-Store,882,1,1,0,0,0,66.3,
MSG000669,CUST00094,2025-05-04,13,Sunday,Reminder,Tier 1,35-44,Android,In-Store,882,1,1,0,0,0,24.8,
MSG000670,CUST00094,2025-05-17,13,Saturday,Promotional,Tier 1,35-44,Android,In-Store,882,1,1,0,0,0,202.2,
MSG000671,CUST00094,2025-05-31,8,Saturday,Reminder,Tier 1,35-44,Android,In-Store,882,1,1,1,0,0,23.1,16.0
MSG000672,CUST00094,2025-06-02,20,Monday,Reminder,Tier 1,35-44,Android,In-Store,882,1,1,1,1,0,88.4,1.82
MSG000673,CUST00094,2025-07-22,8,Tuesday,Festive Offer,Tier 1,35-44,Android,In-Store,882,1,1,1,1,0,155.4,1.32
MSG000674,CUST00094,2025-08-01,12,Friday,Transactional,Tier 1,35-44,Android,In-Store,882,1,1,1,1,0,138.4,3.62
MSG000675,CUST00094,2025-08-10,16,Sunday,Festive Offer,Tier 1,35-44,Android,In-Store,882,0,0,0,0,0,,
MSG000676,CUST00094,2025-08-21,15,Thursday,Festive Offer,Tier 1,35-44,Android,In-Store,882,1,1,1,1,0,71.4,8.8
MSG000677,CUST00095,2025-04-18,7,Friday,Transactional,Tier 1,18-24,iOS,Website Signup,676,1,1,0,0,0,26.7,
MSG000678,CUST00095,2025-04-20,16,Sunday,Reminder,Tier 1,18-24,iOS,Website Signup,676,1,1,0,0,0,154.5,
MSG000679,CUST00095,2025-05-20,13,Tuesday,Promotional,Tier 1,18-24,iOS,Website Signup,676,1,1,1,0,0,250.0,26.5
MSG000680,CUST00095,2025-05-30,13,Friday,Festive Offer,Tier 1,18-24,iOS,Website Signup,676,1,0,0,0,0,,
MSG000681,CUST00095,2025-07-01,17,Tuesday,Reminder,Tier 1,18-24,iOS,Website Signup,676,1,1,1,0,0,48.2,4.08
MSG000682,CUST00095,2025-08-17,18,Sunday,Promotional,Tier 1,18-24,iOS,Website Signup,676,1,1,1,0,0,227.8,6.06
MSG000683,CUST00095,2025-08-29,15,Friday,Promotional,Tier 1,18-24,iOS,Website Signup,676,1,1,0,0,0,33.7,
MSG000684,CUST00096,2025-03-09,20,Sunday,Promotional,Tier 2,18-24,iOS,Referral,554,1,1,0,0,0,86.0,
MSG000685,CUST00096,2025-03-12,19,Wednesday,Promotional,Tier 2,18-24,iOS,Referral,554,1,1,0,0,0,41.8,
MSG000686,CUST00096,2025-04-10,15,Thursday,Promotional,Tier 2,18-24,iOS,Referral,554,1,0,0,0,1,,
MSG000687,CUST00096,2025-04-14,8,Monday,Reminder,Tier 2,18-24,iOS,Referral,554,1,1,1,1,0,137.7,4.87
MSG000688,CUST00096,2025-04-25,12,Friday,Promotional,Tier 2,18-24,iOS,Referral,554,1,1,0,0,0,5.6,
MSG000689,CUST00096,2025-05-02,9,Friday,Reminder,Tier 2,18-24,iOS,Referral,554,1,0,0,0,0,,
MSG000690,CUST00096,2025-05-05,12,Monday,Reminder,Tier 2,18-24,iOS,Referral,554,1,1,0,0,0,90.3,
MSG000691,CUST00096,2025-05-22,6,Thursday,Feedback Request,Tier 2,18-24,iOS,Referral,554,1,1,1,0,0,105.3,0.05
MSG000692,CUST00096,2025-08-14,12,Thursday,Reminder,Tier 2,18-24,iOS,Referral,554,1,0,0,0,0,,
MSG000693,CUST00096,2025-08-26,17,Tuesday,Promotional,Tier 2,18-24,iOS,Referral,554,1,1,1,1,0,1.6,8.92
MSG000694,CUST00097,2025-03-20,15,Thursday,Promotional,Tier 1,25-34,iOS,Social Ads,463,1,1,1,1,0,482.1,36.04
MSG000695,CUST00097,2025-06-21,16,Saturday,Festive Offer,Tier 1,25-34,iOS,Social Ads,463,1,1,1,0,0,1.0,0.07
MSG000696,CUST00097,2025-08-07,18,Thursday,Reminder,Tier 1,25-34,iOS,Social Ads,463,1,1,0,0,0,300.5,
MSG000697,CUST00098,2025-03-23,13,Sunday,Transactional,Tier 1,45-54,iOS,Website Signup,58,1,1,1,1,0,51.7,0.79
MSG000698,CUST00098,2025-04-18,11,Friday,Promotional,Tier 1,45-54,iOS,Website Signup,58,1,1,1,0,0,30.7,13.61
MSG000699,CUST00098,2025-04-30,8,Wednesday,Transactional,Tier 1,45-54,iOS,Website Signup,58,1,0,0,0,0,,
MSG000700,CUST00098,2025-05-30,14,Friday,Festive Offer,Tier 1,45-54,iOS,Website Signup,58,1,0,0,0,0,,
MSG000701,CUST00098,2025-07-08,13,Tuesday,Promotional,Tier 1,45-54,iOS,Website Signup,58,1,1,0,0,1,61.7,
MSG000702,CUST00098,2025-07-25,14,Friday,Transactional,Tier 1,45-54,iOS,Website Signup,58,1,0,0,0,0,,
MSG000703,CUST00098,2025-08-18,14,Monday,Transactional,Tier 1,45-54,iOS,Website Signup,58,1,1,1,0,0,86.4,27.97
MSG000704,CUST00099,2025-04-21,11,Monday,Promotional,Tier 1,18-24,Android,Referral,72,1,0,0,0,0,,
MSG000705,CUST00099,2025-05-03,8,Saturday,Promotional,Tier 1,18-24,Android,Referral,72,1,0,0,0,0,,
MSG000706,CUST00099,2025-07-12,15,Saturday,Promotional,Tier 1,18-24,Android,Referral,72,1,0,0,0,0,,
MSG000707,CUST00100,2025-05-14,11,Wednesday,Transactional,Tier 3,25-34,Android,Referral,558,1,1,1,1,0,28.1,0.24
MSG000708,CUST00100,2025-06-05,14,Thursday,Reminder,Tier 3,25-34,Android,Referral,558,1,0,0,0,0,,
MSG000709,CUST00100,2025-06-24,11,Tuesday,Feedback Request,Tier 3,25-34,Android,Referral,558,1,1,1,1,0,68.8,0.35
MSG000710,CUST00100,2025-07-15,6,Tuesday,Promotional,Tier 3,25-34,Android,Referral,558,1,1,1,0,0,1.8,25.0
MSG000711,CUST00100,2025-08-02,10,Saturday,Promotional,Tier 3,25-34,Android,Referral,558,1,1,0,0,0,5.2,
MSG000712,CUST00100,2025-08-02,12,Saturday,Reminder,Tier 3,25-34,Android,Referral,558,1,1,1,0,0,90.2,2.98
